id,Fattening_group.Pen,age,weight,dfi,cfi,previous_weight
86,202001-69,46,104.0,2.541,163.53219430230428,103.0
86,202001-69,47,105.5,2.411,165.94319430230428,104.0
86,202001-69,48,106.0,2.392,168.33519430230427,105.5
86,202001-69,49,107.5,2.489,170.82419430230428,106.0
86,202001-69,50,108.25,2.682,173.50619430230427,107.5
86,202001-69,51,108.5,2.525,176.03119430230427,108.25
86,202001-69,52,110.0,2.973,179.00419430230428,108.5
86,202001-69,53,111.0,2.7,181.70419430230427,110.0
86,202001-69,54,111.0,2.752,184.45619430230428,111.0
86,202001-69,55,111.0,2.783,187.23919430230427,111.0
86,202001-69,56,112.5,3.144,190.38319430230428,111.0
86,202001-69,57,113.5,2.707,193.09019430230427,112.5
86,202001-69,58,115.5,2.815,195.90519430230427,113.5
86,202001-69,59,117.0,3.375,199.28019430230427,115.5
86,202001-69,60,118.0,2.747,202.02719430230428,117.0
86,202001-69,61,120.5,3.0,205.02719430230428,118.0
86,202001-69,62,121.0,2.56,207.58719430230428,120.5
86,202001-69,63,121.5,3.172,210.75919430230428,121.0
86,202001-69,64,122.625,2.658,213.41719430230427,121.5
86,202001-69,65,123.5,3.185,216.60219430230427,122.625
86,202001-69,66,122.5,3.126,219.72819430230427,123.5
86,202001-69,67,125.0,2.666,222.39419430230427,122.5
86,202001-69,68,126.0,3.372,225.76619430230423,125.0
86,202001-69,69,125.25,2.008,227.77419430230427,126.0
86,202001-69,70,127.75,2.869,230.64319430230427,125.25
86,202001-69,71,129.0,3.217,233.86019430230428,127.75
86,202001-69,72,131.0,2.566,236.42619430230428,129.0
86,202001-69,73,131.25,2.835,239.2611943023043,131.0
86,202001-69,74,131.0,3.441,242.7021943023043,131.25
86,202001-69,75,133.0,2.058,244.76019430230428,131.0
86,202001-69,76,132.5,3.229,247.9891943023043,133.0
83,202001-69,1,54.692,1.136,52.74154521378935,
83,202001-69,2,55.554,1.345,54.08654521378935,54.692
83,202001-69,3,56.416,1.13,55.21654521378935,55.554
83,202001-69,4,57.279,1.118,56.33454521378936,56.416
83,202001-69,5,58.141,1.845,58.17954521378935,57.279
83,202001-69,6,59.003,1.057,59.23654521378936,58.141
83,202001-69,7,61.5,0.447,59.68354521378936,59.003
83,202001-69,8,60.5,0.176,59.85954521378936,61.5
83,202001-69,9,60.25,0.753,60.61254521378936,60.5
83,202001-69,10,61.5,1.371,61.98354521378936,60.25
83,202001-69,11,63.0,1.378,63.36154521378936,61.5
83,202001-69,12,64.5,1.838,65.19954521378936,63.0
83,202001-69,13,65.5,1.571,66.77054521378936,64.5
83,202001-69,14,67.0,1.647,68.41754521378937,65.5
83,202001-69,15,67.0,1.837,70.25454521378937,67.0
83,202001-69,16,67.5,1.679,71.93354521378937,67.0
83,202001-69,17,68.0,1.711,73.64454521378937,67.5
83,202001-69,18,69.0,1.933,75.57754521378938,68.0
83,202001-69,19,69.625,1.968,77.54554521378938,69.0
83,202001-69,20,71.75,1.829,79.37454521378937,69.625
83,202001-69,21,71.5,1.519,80.89354521378938,71.75
83,202001-69,22,73.5,1.713,82.60654521378937,71.5
83,202001-69,23,74.0,1.733,84.33954521378938,73.5
83,202001-69,24,73.25,1.569,85.90854521378938,74.0
83,202001-69,25,73.5,1.717,87.62554521378938,73.25
83,202001-69,26,74.0,1.567,89.19254521378937,73.5
83,202001-69,27,75.5,1.877,91.06954521378935,74.0
83,202001-69,28,78.0,1.849,92.91854521378936,75.5
83,202001-69,29,78.75,2.343,95.26154521378938,78.0
83,202001-69,30,78.75,1.892,97.15354521378936,78.75
83,202001-69,31,80.0,2.132,99.28554521378938,78.75
83,202001-69,32,80.5,2.256,101.54154521378938,80.0
83,202001-69,33,81.0,1.788,103.32954521378936,80.5
83,202001-69,34,82.5,2.535,105.86454521378936,81.0
83,202001-69,35,84.0,2.414,108.27854521378936,82.5
83,202001-69,36,84.5,2.499,110.77754521378937,84.0
83,202001-69,37,86.0,2.42,113.19754521378935,84.5
83,202001-69,38,87.5,2.153,115.35054521378936,86.0
83,202001-69,39,88.375,2.325,117.67554521378938,87.5
83,202001-69,40,89.0,2.321,119.99654521378936,88.375
83,202001-69,41,89.75,2.254,122.25054521378938,89.0
83,202001-69,42,89.0,2.163,124.41354521378938,89.75
83,202001-69,43,92.0,2.564,126.97754521378936,89.0
83,202001-69,44,92.75,2.335,129.31254521378938,92.0
83,202001-69,45,93.0,2.314,131.62654521378937,92.75
83,202001-69,46,95.0,2.374,134.00054521378937,93.0
83,202001-69,47,95.0,2.102,136.10254521378937,95.0
83,202001-69,48,96.0,2.643,138.74554521378937,95.0
83,202001-69,49,97.0,2.367,141.11254521378936,96.0
83,202001-69,50,97.25,2.213,143.32554521378935,97.0
83,202001-69,51,99.0,2.53,145.85554521378936,97.25
83,202001-69,52,99.0,1.799,147.65454521378936,99.0
83,202001-69,53,100.0,2.931,150.58554521378937,99.0
83,202001-69,54,102.0,2.811,153.39654521378938,100.0
83,202001-69,55,102.0,2.452,155.84854521378938,102.0
83,202001-69,56,102.5,2.657,158.5055452137894,102.0
83,202001-69,57,104.25,2.609,161.1145452137894,102.5
83,202001-69,58,105.5,2.036,163.1505452137894,104.25
83,202001-69,59,106.5,2.816,165.9665452137894,105.5
83,202001-69,60,107.5,2.536,168.5025452137894,106.5
83,202001-69,61,109.25,2.419,170.9215452137894,107.5
83,202001-69,62,110.25,2.229,173.15054521378943,109.25
83,202001-69,63,110.125,2.663,175.81354521378944,110.25
83,202001-69,64,112.0,2.72,178.53354521378944,110.125
83,202001-69,65,112.75,2.462,180.99554521378943,112.0
83,202001-69,66,113.0,2.398,183.39354521378945,112.75
83,202001-69,67,114.0,2.78,186.17354521378945,113.0
83,202001-69,68,116.0,3.183,189.35654521378945,114.0
83,202001-69,69,116.5,2.531,191.88754521378945,116.0
83,202001-69,70,120.25,2.592,194.47954521378944,116.5
83,202001-69,71,119.5,3.018,197.49754521378944,120.25
83,202001-69,72,120.25,2.799,200.29654521378944,119.5
83,202001-69,73,121.25,3.331,203.62754521378943,120.25
83,202001-69,74,123.5,2.854,206.48154521378945,121.25
83,202001-69,75,123.0,3.007,209.48854521378945,123.5
83,202001-69,76,124.0,2.572,212.06054521378945,123.0
4,202001-68,1,36.5,1.517,34.44826049968625,
4,202001-68,2,38.5,1.644,36.09226049968625,36.5
4,202001-68,3,39.339,1.602,37.69426049968624,38.5
4,202001-68,4,40.39,1.607,39.30126049968624,39.339
4,202001-68,5,42.0,1.792,41.093260499686245,40.39
4,202001-68,6,43.0,1.374,42.46726049968625,42.0
4,202001-68,7,43.5,1.773,44.24026049968625,43.0
4,202001-68,8,44.5,1.613,45.85326049968625,43.5
4,202001-68,9,45.5,1.687,47.54026049968625,44.5
4,202001-68,10,46.5,1.414,48.95426049968625,45.5
4,202001-68,11,47.5,1.702,50.65626049968625,46.5
4,202001-68,12,48.25,1.562,52.218260499686245,47.5
4,202001-68,13,49.75,1.95,54.16826049968625,48.25
4,202001-68,14,51.0,1.483,55.651260499686245,49.75
4,202001-68,15,51.5,1.604,57.25526049968624,51.0
4,202001-68,16,52.0,1.775,59.03026049968624,51.5
4,202001-68,17,53.0,1.664,60.69426049968624,52.0
4,202001-68,18,54.0,1.81,62.50426049968625,53.0
4,202001-68,19,55.5,1.892,64.39626049968625,54.0
4,202001-68,20,56.25,1.95,66.34626049968625,55.5
4,202001-68,21,58.0,1.912,68.25826049968626,56.25
4,202001-68,22,58.0,1.562,69.82026049968626,58.0
4,202001-68,23,58.25,1.675,71.49526049968625,58.0
4,202001-68,24,58.5,1.742,73.23726049968626,58.25
4,202001-68,25,60.5,1.764,75.00126049968625,58.5
4,202001-68,26,61.0,1.748,76.74926049968626,60.5
4,202001-68,27,62.5,2.188,78.93726049968626,61.0
4,202001-68,28,63.5,1.856,80.79326049968626,62.5
4,202001-68,29,64.0,1.663,82.45626049968625,63.5
4,202001-68,30,65.5,1.935,84.39126049968625,64.0
4,202001-68,31,66.5,1.954,86.34526049968625,65.5
4,202001-68,32,67.0,2.008,88.35326049968624,66.5
4,202001-68,33,68.25,2.188,90.54126049968625,67.0
4,202001-68,34,69.5,1.885,92.42626049968624,68.25
4,202001-68,35,70.5,2.154,94.58026049968625,69.5
4,202001-68,36,71.5,2.42,97.00026049968623,70.5
4,202001-68,37,72.5,1.568,98.56826049968625,71.5
4,202001-68,38,72.5,2.444,101.01226049968623,72.5
4,202001-68,39,73.5,1.572,102.58426049968624,72.5
4,202001-68,40,74.5,2.338,104.92226049968625,73.5
4,202001-68,41,76.5,1.748,106.67026049968624,74.5
4,202001-68,42,77.5,2.111,108.78126049968624,76.5
4,202001-68,43,79.0,2.479,111.26026049968624,77.5
4,202001-68,44,80.0,1.955,113.21526049968624,79.0
4,202001-68,45,81.0,2.125,115.34026049968624,80.0
4,202001-68,46,81.75,2.208,117.54826049968624,81.0
4,202001-68,47,81.0,2.186,119.73426049968626,81.75
4,202001-68,48,82.0,1.991,121.72526049968626,81.0
4,202001-68,49,84.0,2.627,124.35226049968624,82.0
4,202001-68,50,85.5,1.87,126.22226049968626,84.0
4,202001-68,51,86.375,2.116,128.33826049968627,85.5
4,202001-68,52,86.5,2.665,131.00326049968626,86.375
4,202001-68,53,82.5,2.04,133.04326049968626,86.5
4,202001-68,54,84.125,3.012,136.05526049968626,82.5
4,202001-68,55,85.25,1.597,137.65226049968626,84.125
4,202001-68,56,86.0,2.218,139.87026049968625,85.25
4,202001-68,57,86.0,2.032,141.90226049968626,86.0
4,202001-68,58,86.5,2.036,143.9382604996863,86.0
4,202001-68,59,87.5,1.518,145.45626049968627,86.5
4,202001-68,60,88.25,2.373,147.82926049968626,87.5
4,202001-68,61,90.0,1.614,149.44326049968626,88.25
4,202001-68,62,90.75,2.398,151.84126049968626,90.0
4,202001-68,63,92.0,2.149,153.99026049968626,90.75
4,202001-68,64,93.5,1.923,155.91326049968626,92.0
4,202001-68,65,95.0,2.677,158.59026049968625,93.5
4,202001-68,66,95.5,2.31,160.90026049968623,95.0
4,202001-68,67,97.0,2.435,163.33526049968626,95.5
4,202001-68,68,98.25,2.105,165.44026049968625,97.0
4,202001-68,69,98.5,2.391,167.83126049968624,98.25
4,202001-68,70,101.0,2.492,170.32326049968623,98.5
4,202001-68,71,102.5,1.878,172.2012604996862,101.0
4,202001-68,72,102.25,2.898,175.0992604996862,102.5
4,202001-68,73,103.0,1.998,177.0972604996862,102.25
4,202001-68,74,103.25,2.333,179.4302604996862,103.0
4,202001-68,75,104.75,2.007,181.4372604996862,103.25
4,202001-68,76,104.5,2.277,183.7142604996862,104.75
74,202001-69,1,60.29,1.038,57.48832414140253,
74,202001-69,2,61.246,1.564,59.05232414140253,60.29
74,202001-69,3,62.203,1.464,60.51632414140253,61.246
74,202001-69,4,63.159,1.524,62.04032414140253,62.203
74,202001-69,5,64.115,1.847,63.88732414140253,63.159
74,202001-69,6,65.071,1.642,65.52932414140253,64.115
74,202001-69,7,66.0,1.829,67.35832414140252,65.071
74,202001-69,8,67.0,1.569,68.92732414140252,66.0
74,202001-69,9,67.75,1.796,70.72332414140253,67.0
74,202001-69,10,69.0,1.863,72.58632414140253,67.75
74,202001-69,11,69.5,1.817,74.40332414140252,69.0
74,202001-69,12,71.0,2.041,76.44432414140252,69.5
74,202001-69,13,72.25,1.824,78.26832414140252,71.0
74,202001-69,14,73.0,2.221,80.48932414140252,72.25
74,202001-69,15,73.0,2.084,82.57332414140252,73.0
74,202001-69,16,74.5,1.972,84.54532414140252,73.0
74,202001-69,17,75.0,2.189,86.73432414140251,74.5
74,202001-69,18,76.5,1.879,88.61332414140252,75.0
74,202001-69,19,77.0,1.737,90.35032414140252,76.5
74,202001-69,20,78.0,2.244,92.59432414140252,77.0
74,202001-69,21,79.0,1.891,94.48532414140251,78.0
74,202001-69,22,80.0,2.236,96.72132414140252,79.0
74,202001-69,23,80.5,2.21,98.93132414140253,80.0
74,202001-69,24,81.0,2.265,101.19632414140251,80.5
74,202001-69,25,82.0,2.255,103.45132414140252,81.0
74,202001-69,26,83.5,2.274,105.72532414140252,82.0
74,202001-69,27,83.5,1.827,107.55232414140252,83.5
74,202001-69,28,85.0,2.331,109.88332414140253,83.5
74,202001-69,29,86.5,2.702,112.58532414140252,85.0
74,202001-69,30,87.5,2.594,115.1793241414025,86.5
74,202001-69,31,89.5,2.492,117.67132414140252,87.5
74,202001-69,32,90.0,2.844,120.5153241414025,89.5
74,202001-69,33,90.5,2.588,123.1033241414025,90.0
74,202001-69,34,93.0,2.743,125.84632414140248,90.5
74,202001-69,35,93.0,2.383,128.2293241414025,93.0
74,202001-69,36,93.25,2.314,130.54332414140248,93.0
74,202001-69,37,94.5,2.646,133.1893241414025,93.25
74,202001-69,38,95.5,2.331,135.52032414140243,94.5
74,202001-69,39,97.0,2.606,138.12632414140245,95.5
74,202001-69,40,98.5,2.935,141.06132414140245,97.0
74,202001-69,41,99.5,2.361,143.42232414140244,98.5
74,202001-69,42,100.0,2.968,146.39032414140243,99.5
74,202001-69,43,102.0,2.903,149.29332414140242,100.0
74,202001-69,44,102.25,3.282,152.57532414140243,102.0
74,202001-69,45,103.0,2.214,154.78932414140243,102.25
74,202001-69,46,104.5,2.989,157.77832414140244,103.0
74,202001-69,47,105.75,2.599,160.37732414140245,104.5
74,202001-69,48,106.0,2.806,163.18332414140244,105.75
74,202001-69,49,108.0,2.536,165.71932414140244,106.0
74,202001-69,50,108.0,2.688,168.40732414140243,108.0
74,202001-69,51,108.5,2.683,171.09032414140242,108.0
74,202001-69,52,109.5,2.794,173.88432414140243,108.5
74,202001-69,53,109.75,3.08,176.96432414140244,109.5
74,202001-69,54,111.5,2.687,179.65132414140243,109.75
74,202001-69,55,112.5,2.683,182.33432414140245,111.5
74,202001-69,56,113.25,3.124,185.45832414140244,112.5
74,202001-69,57,114.0,2.513,187.97132414140245,113.25
74,202001-69,58,115.0,2.322,190.29332414140245,114.0
74,202001-69,59,115.75,2.641,192.93432414140244,115.0
74,202001-69,60,118.0,2.795,195.72932414140243,115.75
74,202001-69,61,119.0,2.894,198.62332414140243,118.0
74,202001-69,62,120.75,2.918,201.54132414140244,119.0
74,202001-69,63,120.0,3.239,204.78032414140245,120.75
74,202001-69,64,120.75,2.934,207.71432414140244,120.0
74,202001-69,65,122.5,2.85,210.56432414140244,120.75
74,202001-69,66,122.75,3.009,213.5733241414024,122.5
74,202001-69,67,124.0,3.293,216.86632414140243,122.75
74,202001-69,68,124.5,3.186,220.05232414140244,124.0
74,202001-69,69,126.5,2.97,223.02232414140244,124.5
74,202001-69,70,126.25,2.704,225.72632414140244,126.5
74,202001-69,71,127.25,3.344,229.07032414140244,126.25
74,202001-69,72,128.0,2.816,231.88632414140244,127.25
74,202001-69,73,128.75,2.317,234.20332414140245,128.0
74,202001-69,74,129.0,3.01,237.21332414140244,128.75
74,202001-69,75,129.5,2.553,239.76632414140244,129.0
74,202001-69,76,130.75,3.05,242.81632414140245,129.5
3,202004-93,1,44.5,1.203,40.85422098129533,
3,202004-93,2,47.5,2.11,42.96422098129533,44.5
3,202004-93,3,47.5,1.884,44.84822098129533,47.5
3,202004-93,4,49.0,2.285,47.13322098129533,47.5
3,202004-93,5,50.75,2.589,49.72222098129532,49.0
3,202004-93,6,52.0,1.916,51.63822098129532,50.75
3,202004-93,7,53.0,1.7,53.33822098129532,52.0
3,202004-93,8,54.0,2.545,55.88322098129533,53.0
3,202004-93,9,55.5,2.228,58.111220981295325,54.0
3,202004-93,10,56.5,2.326,60.437220981295326,55.5
3,202004-93,11,57.0,2.31,62.74722098129533,56.5
3,202004-93,12,58.5,2.738,65.48522098129533,57.0
3,202004-93,13,60.0,2.135,67.62022098129533,58.5
3,202004-93,14,60.5,2.704,70.32422098129533,60.0
3,202004-93,15,61.0,2.254,72.57822098129533,60.5
3,202004-93,16,62.5,2.224,74.80222098129533,61.0
3,202004-93,17,64.0,2.293,77.09522098129534,62.5
3,202004-93,18,64.75,2.634,79.72922098129534,64.0
3,202004-93,19,66.5,2.529,82.25822098129534,64.75
3,202004-93,20,67.0,2.234,84.49222098129533,66.5
3,202004-93,21,68.75,2.815,87.30722098129533,67.0
3,202004-93,22,69.5,2.456,89.76322098129533,68.75
3,202004-93,23,70.75,2.54,92.30322098129534,69.5
3,202004-93,24,71.0,2.672,94.97522098129534,70.75
3,202004-93,25,72.25,2.467,97.44222098129534,71.0
3,202004-93,26,73.165,1.626,99.06822098129534,72.25
3,202004-93,27,74.5,3.324,102.39222098129534,73.165
3,202004-93,28,74.5,2.017,104.40922098129532,74.5
3,202004-93,29,76.25,2.585,106.99422098129531,74.5
3,202004-93,30,76.0,2.542,109.53622098129532,76.25
3,202004-93,31,78.0,2.108,111.64422098129532,76.0
3,202004-93,32,79.5,2.771,114.41522098129532,78.0
3,202004-93,33,80.5,2.082,116.49722098129531,79.5
3,202004-93,34,82.5,2.86,119.35722098129531,80.5
3,202004-93,35,83.5,1.914,121.27122098129531,82.5
3,202004-93,36,84.0,3.495,124.76622098129532,83.5
3,202004-93,37,86.0,1.792,126.55822098129534,84.0
3,202004-93,38,85.5,2.857,129.4152209812953,86.0
3,202004-93,39,87.5,2.528,131.94322098129533,85.5
3,202004-93,40,88.341,1.889,133.83222098129534,87.5
3,202004-93,41,89.0,2.588,136.42022098129533,88.341
3,202004-93,42,90.5,2.886,139.30622098129533,89.0
3,202004-93,43,91.523,2.168,141.47422098129533,90.5
3,202004-93,44,92.25,2.696,144.17022098129533,91.523
3,202004-93,45,94.0,2.554,146.72422098129533,92.25
3,202004-93,46,95.0,2.566,149.2902209812953,94.0
3,202004-93,47,95.5,2.95,152.24022098129532,95.0
3,202004-93,48,97.0,2.632,154.87222098129533,95.5
3,202004-93,49,99.0,2.641,157.51322098129532,97.0
3,202004-93,50,98.128,1.672,159.18522098129532,99.0
3,202004-93,51,98.75,1.685,160.87022098129532,98.128
3,202004-93,52,98.5,1.69,162.56022098129532,98.75
3,202004-93,53,99.75,3.314,165.8742209812953,98.5
3,202004-93,54,101.0,2.405,168.2792209812953,99.75
3,202004-93,55,103.5,2.799,171.07822098129532,101.0
3,202004-93,56,102.75,2.366,173.44422098129533,103.5
3,202004-93,57,103.5,2.083,175.52722098129533,102.75
3,202004-93,58,103.5,1.73,177.25722098129532,103.5
3,202004-93,59,104.648,1.998,179.2552209812953,103.5
3,202004-93,60,104.5,2.55,181.8052209812953,104.648
3,202004-93,61,106.5,2.863,184.6682209812953,104.5
3,202004-93,62,108.0,1.686,186.35422098129533,106.5
3,202004-93,63,107.25,2.898,189.25222098129527,108.0
3,202004-93,64,107.0,1.629,190.8812209812953,107.25
3,202004-93,65,106.875,2.133,193.01422098129527,107.0
3,202004-93,66,107.5,1.197,194.21122098129533,106.875
3,202004-93,67,107.5,1.394,195.60522098129533,107.5
3,202004-93,68,108.0,2.127,197.7322209812953,107.5
3,202004-93,69,108.5,1.051,198.78322098129533,108.0
3,202004-93,70,108.5,1.582,200.36522098129527,108.5
3,202004-93,71,109.0,1.584,201.94922098129533,108.5
3,202004-93,72,110.5,1.598,203.5472209812953,109.0
3,202004-93,73,110.527,1.667,205.2142209812953,110.5
3,202004-93,74,111.024,1.687,206.90122098129532,110.527
3,202004-93,75,111.521,1.707,208.60822098129532,111.024
3,202004-93,76,112.75,1.788,210.39622098129536,111.521
3,202004-93,77,112.0,1.903,212.29922098129532,112.75
100,202004-93,1,35.0,0.904,34.104771460756446,
100,202004-93,2,41.75,1.014,35.11877146075645,35.0
100,202004-93,3,38.5,1.228,36.34677146075645,41.75
100,202004-93,4,39.0,1.403,37.74977146075645,38.5
100,202004-93,5,40.5,1.817,39.56677146075645,39.0
100,202004-93,6,41.5,1.572,41.13877146075645,40.5
100,202004-93,7,42.5,1.71,42.84877146075645,41.5
100,202004-93,8,43.5,1.613,44.46177146075645,42.5
100,202004-93,9,44.0,1.736,46.19777146075645,43.5
100,202004-93,10,44.25,1.782,47.97977146075645,44.0
100,202004-93,11,45.5,1.883,49.862771460756456,44.25
100,202004-93,12,46.0,1.721,51.58377146075645,45.5
100,202004-93,13,47.5,1.843,53.426771460756456,46.0
100,202004-93,14,48.5,1.723,55.149771460756455,47.5
100,202004-93,15,48.5,1.416,56.56577146075645,48.5
100,202004-93,16,49.0,1.718,58.283771460756455,48.5
100,202004-93,17,50.5,1.668,59.95177146075645,49.0
100,202004-93,18,51.0,1.739,61.69077146075645,50.5
100,202004-93,19,52.0,1.623,63.31377146075645,51.0
100,202004-93,20,53.0,2.155,65.46877146075644,52.0
100,202004-93,21,54.5,1.896,67.36477146075644,53.0
100,202004-93,22,55.5,2.202,69.56677146075644,54.5
100,202004-93,23,56.0,1.834,71.40077146075645,55.5
100,202004-93,24,57.0,1.973,73.37377146075644,56.0
100,202004-93,25,58.0,1.778,75.15177146075645,57.0
100,202004-93,26,58.75,1.951,77.10277146075644,58.0
100,202004-93,27,60.0,2.02,79.12277146075644,58.75
100,202004-93,28,61.5,2.122,81.24477146075644,60.0
100,202004-93,29,61.5,1.741,82.98577146075644,61.5
100,202004-93,30,63.0,2.531,85.51677146075644,61.5
100,202004-93,31,64.0,2.26,87.77677146075645,63.0
100,202004-93,32,65.265,0.49,88.26677146075644,64.0
100,202004-93,33,66.5,1.433,89.69977146075645,65.265
100,202004-93,34,68.25,2.119,91.81877146075644,66.5
100,202004-93,35,68.5,2.09,93.90877146075644,68.25
100,202004-93,36,69.0,1.998,95.90677146075646,68.5
100,202004-93,37,70.5,2.58,98.48677146075646,69.0
100,202004-93,38,70.5,2.425,100.91177146075646,70.5
100,202004-93,39,72.0,2.074,102.98577146075644,70.5
100,202004-93,40,73.5,2.389,105.37477146075643,72.0
100,202004-93,41,75.0,2.235,107.60977146075643,73.5
100,202004-93,42,76.0,2.425,110.03477146075645,75.0
100,202004-93,43,76.75,2.286,112.32077146075645,76.0
100,202004-93,44,78.5,2.501,114.82177146075644,76.75
100,202004-93,45,79.25,2.296,117.11777146075646,78.5
100,202004-93,46,80.0,2.166,119.28377146075644,79.25
100,202004-93,47,81.0,2.571,121.85477146075644,80.0
100,202004-93,48,82.0,2.469,124.32377146075645,81.0
100,202004-93,49,84.0,2.425,126.74877146075644,82.0
100,202004-93,50,84.25,2.473,129.22177146075646,84.0
100,202004-93,51,86.0,2.503,131.72477146075647,84.25
100,202004-93,52,86.5,2.75,134.47477146075647,86.0
100,202004-93,53,88.25,2.647,137.12177146075646,86.5
100,202004-93,54,88.5,1.675,138.79677146075647,88.25
100,202004-93,55,90.0,3.307,142.10377146075646,88.5
100,202004-93,56,91.0,2.364,144.46777146075647,90.0
100,202004-93,57,91.0,1.815,146.28277146075646,91.0
100,202004-93,58,92.25,2.735,149.01777146075648,91.0
100,202004-93,59,93.5,2.272,151.28977146075647,92.25
100,202004-93,60,94.5,2.013,153.30277146075647,93.5
100,202004-93,61,94.25,2.775,156.07777146075648,94.5
100,202004-93,62,95.5,2.942,159.0197714607565,94.25
100,202004-93,63,97.25,1.744,160.7637714607565,95.5
100,202004-93,64,100.5,3.813,164.57677146075648,97.25
100,202004-93,65,99.5,2.547,167.12377146075647,100.5
100,202004-93,66,100.75,2.295,169.41877146075646,99.5
100,202004-93,67,100.75,2.356,171.77477146075643,100.75
100,202004-93,68,102.5,3.11,174.88477146075647,100.75
100,202004-93,69,104.5,3.027,177.91177146075646,102.5
100,202004-93,70,104.625,2.478,180.3897714607565,104.5
100,202004-93,71,105.0,2.5,182.8897714607565,104.625
100,202004-93,72,107.5,2.449,185.33877146075648,105.0
100,202004-93,73,107.871,2.658,187.9967714607565,107.5
100,202004-93,74,108.908,2.664,190.66077146075645,107.871
100,202004-93,75,109.946,2.67,193.33077146075644,108.908
100,202004-93,76,111.0,2.566,195.89677146075644,109.946
100,202004-93,77,112.0,2.79,198.68677146075643,111.0
46,202004-93,1,28.5,0.533,27.10971799059073,
46,202004-93,2,29.0,1.216,28.325717990590736,28.5
46,202004-93,3,29.0,1.275,29.60071799059073,29.0
46,202004-93,4,30.0,1.27,30.87071799059073,29.0
46,202004-93,5,30.5,1.482,32.35271799059073,30.0
46,202004-93,6,31.5,1.508,33.860717990590736,30.5
46,202004-93,7,32.25,1.373,35.23371799059073,31.5
46,202004-93,8,33.0,1.394,36.62771799059073,32.25
46,202004-93,9,33.5,1.625,38.25271799059073,33.0
46,202004-93,10,34.0,1.708,39.96071799059073,33.5
46,202004-93,11,35.0,1.421,41.38171799059073,34.0
46,202004-93,12,36.0,1.625,43.00671799059073,35.0
46,202004-93,13,37.0,1.655,44.66171799059073,36.0
46,202004-93,14,38.0,1.802,46.46371799059073,37.0
46,202004-93,15,38.5,1.621,48.08471799059073,38.0
46,202004-93,16,39.0,1.759,49.84371799059073,38.5
46,202004-93,17,39.25,1.693,51.53671799059073,39.0
46,202004-93,18,41.0,2.002,53.53871799059073,39.25
46,202004-93,19,42.0,1.838,55.376717990590734,41.0
46,202004-93,20,42.5,1.703,57.07971799059074,42.0
46,202004-93,21,43.5,1.594,58.67371799059074,42.5
